feature_key,peak_consistency_weighted,peak_consistency_main,main_peak_token,n_distinct_peaks,token_stats,supernode_class,layer,func_vs_sem_pct,n_active_prompts
0_55815,1.0,1.0,capital,1,"{'entity:': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 3}, 'dallas': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'is': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 6}, 'in': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 3}, 'a': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 4}, 'city': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 5}, ',': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'usa': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'texas': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 3}, 'capital': {'consistency': 1.0, 'as_peak': 2, 'in_prompt': 2}, 'of': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 2}, 'the': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 7}, 'austin': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'state': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 4}, 'united': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'states': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'attribute:': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'government': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'primary': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'as': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'for': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'seat': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'serving': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'which': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'located': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'containing': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'relationship:': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}}",Semantic,0,-100.0,2
0_91045,0.8333333333333334,0.8333333333333334,is,1,"{'is': {'consistency': 0.8333333333333334, 'as_peak': 5, 'in_prompt': 6}, 'entity:': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 3}, 'dallas': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'in': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 3}, 'a': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 4}, 'city': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 5}, ',': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'usa': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'texas': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 3}, 'of': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 2}, 'the': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 7}, 'capital': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 2}, 'austin': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'state': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 4}, 'united': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'states': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'attribute:': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'government': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'primary': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'as': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'for': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'seat': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'serving': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'which': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'located': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'containing': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'relationship:': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}}",Semantic,0,100.0,5
0_95057,0.0,0.0,entity:,0,"{'entity:': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 3}, 'dallas': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'is': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 6}, 'in': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 3}, 'a': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 4}, 'city': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 5}, ',': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'usa': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'texas': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 3}, 'of': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 2}, 'the': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 7}, 'capital': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 2}, 'austin': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'state': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 4}, 'united': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'states': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'attribute:': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'government': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'primary': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'as': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'for': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'seat': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'serving': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'which': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'located': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'containing': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'relationship:': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}}",Semantic,0,100.0,5
12_87969,0.24603174603174602,0.2857142857142857,the,2,"{'entity:': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 3}, 'dallas': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'is': {'consistency': 0.16666666666666666, 'as_peak': 1, 'in_prompt': 6}, 'in': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 3}, 'a': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 4}, 'city': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 5}, ',': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'usa': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'texas': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 3}, 'of': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 2}, 'the': {'consistency': 0.2857142857142857, 'as_peak': 2, 'in_prompt': 7}, 'capital': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 2}, 'austin': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'state': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 4}, 'united': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'states': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'attribute:': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'government': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'primary': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'as': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'for': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'seat': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'serving': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'which': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'located': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'containing': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'relationship:': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}}","Say ""X""",12,100.0,3
16_89970,1.0,1.0,texas,1,"{'texas': {'consistency': 1.0, 'as_peak': 3, 'in_prompt': 3}, 'entity:': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 3}, 'dallas': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'is': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 6}, 'in': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 3}, 'a': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 4}, 'city': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 5}, ',': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'usa': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'of': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 2}, 'the': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 7}, 'capital': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 2}, 'austin': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'state': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 4}, 'united': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'states': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'attribute:': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'government': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'primary': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'as': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'for': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'seat': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'serving': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'which': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'located': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'containing': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'relationship:': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}}",Semantic,16,-100.0,3
16_98048,0.3333333333333333,0.3333333333333333,is,1,"{'entity:': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 3}, 'dallas': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'is': {'consistency': 0.3333333333333333, 'as_peak': 2, 'in_prompt': 6}, 'in': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 3}, 'a': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 4}, 'city': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 5}, ',': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'usa': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'texas': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 3}, 'of': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 2}, 'the': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 7}, 'capital': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 2}, 'austin': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'state': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 4}, 'united': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'states': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'attribute:': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'government': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'primary': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'as': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'for': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'seat': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'serving': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'which': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'located': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'containing': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'relationship:': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}}","Say ""X""",16,100.0,2
17_1822,0.5833333333333334,1.0,",",2,"{',': {'consistency': 1.0, 'as_peak': 1, 'in_prompt': 1}, 'entity:': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 3}, 'dallas': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'is': {'consistency': 0.16666666666666666, 'as_peak': 1, 'in_prompt': 6}, 'in': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 3}, 'a': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 4}, 'city': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 5}, 'usa': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'texas': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 3}, 'of': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 2}, 'the': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 7}, 'capital': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 2}, 'austin': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'state': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 4}, 'united': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'states': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'attribute:': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'government': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'primary': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'as': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'for': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'seat': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'serving': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'which': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'located': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'containing': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'relationship:': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}}","Say ""X""",17,100.0,2
17_98126,0.15476190476190477,0.16666666666666666,is,2,"{'entity:': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 3}, 'dallas': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'is': {'consistency': 0.16666666666666666, 'as_peak': 1, 'in_prompt': 6}, 'in': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 3}, 'a': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 4}, 'city': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 5}, ',': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'usa': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'texas': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 3}, 'of': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 2}, 'the': {'consistency': 0.14285714285714285, 'as_peak': 1, 'in_prompt': 7}, 'capital': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 2}, 'austin': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'state': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 4}, 'united': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'states': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'attribute:': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'government': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'primary': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'as': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'for': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'seat': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'serving': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'which': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'located': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'containing': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'relationship:': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}}","Say ""X""",17,100.0,2
18_3623,0.16666666666666666,0.16666666666666666,is,1,"{'entity:': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 3}, 'dallas': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'is': {'consistency': 0.16666666666666666, 'as_peak': 1, 'in_prompt': 6}, 'in': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 3}, 'a': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 4}, 'city': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 5}, ',': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'usa': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'texas': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 3}, 'of': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 2}, 'the': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 7}, 'capital': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 2}, 'austin': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'state': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 4}, 'united': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'states': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'attribute:': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'government': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'primary': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'as': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'for': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'seat': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'serving': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'which': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'located': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'containing': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'relationship:': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}}","Say ""X""",18,100.0,1
18_56027,1.0,1.0,dallas,1,"{'dallas': {'consistency': 1.0, 'as_peak': 1, 'in_prompt': 1}, 'entity:': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 3}, 'is': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 6}, 'in': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 3}, 'a': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 4}, 'city': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 5}, ',': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'usa': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'texas': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 3}, 'of': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 2}, 'the': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 7}, 'capital': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 2}, 'austin': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'state': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 4}, 'united': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'states': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'attribute:': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'government': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'primary': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'as': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'for': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'seat': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'serving': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'which': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'located': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'containing': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}, 'relationship:': {'consistency': 0.0, 'as_peak': 0, 'in_prompt': 1}}",Semantic,18,-100.0,1
